Geo Point;Geo Shape;annee;borne_eau;eclairage;id_ajeu;nom;nom_voie;notes;numero;photo;sev;echelle;espace_publique;numsite;nuquart;nusect;objectid
48.0980904545, -1.69060729822;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.690292552639936, 48.09815803834222], [-1.690322316378178, 48.097930477415076], [-1.690733683154843, 48.09796109516667], [-1.690900658479821, 48.09798435152787], [-1.690901363087912, 48.0979672201544], [-1.690934912944891, 48.097970029387604], [-1.690902572068886, 48.098241168659094], [-1.690292890880406, 48.09821340167808], [-1.690292552639936, 48.09815803834222]]]]}";0;;;269;ECOLE MAUCONSEIL;;;0013AJEUX01;http://web-bdu/PhotoJardin/thematique/aire_de_jeux/001301.jpg;Equipe 34;500;NON;0013;8;34;136
48.1220940804, -1.71683195831;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.716735085631268, 48.12216354310723], [-1.71673972165, 48.12200734366311], [-1.716799506889429, 48.122008339229055], [-1.716848549654146, 48.12200430298311], [-1.716875743073833, 48.1220343368848], [-1.716913112873626, 48.12205681577645], [-1.716949744199591, 48.12212731125025], [-1.716949590464476, 48.12213578069149], [-1.716952749093269, 48.12214710682854], [-1.716957774403917, 48.12215647670666], [-1.716966583746725, 48.12216607705057], [-1.716949742314937, 48.12216566847147], [-1.716735085631268, 48.12216354310723]]]]}";0;;;103;PROMENADE D'AUNIS;;;0183AJEUX02;http://web-bdu/PhotoJardin/thematique/aire_de_jeux/018301.jpg;Equipe 18;500;OUI;0183;10;18;144
48.1040471307, -1.68942488919;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.68935225970049, 48.10406530605927], [-1.689302697696658, 48.104044768117085], [-1.689309038497468, 48.10400115111405], [-1.689499073172325, 48.10401281345289], [-1.689571013348328, 48.10404293791094], [-1.689529943280879, 48.10408945747395], [-1.689456682438048, 48.10405964907497], [-1.689409869855145, 48.10411194810186], [-1.689337046854377, 48.10408257501413], [-1.68935225970049, 48.10406530605927]]]]}";0;;;42;SQUARE VERCINGETORIX;;;0452AJEUX01;http://web-bdu/PhotoJardin/thematique/aire_de_jeux/045202.jpg;Equipe 10;500;OUI;0452;9;10;177
48.1202022539, -1.65318246222;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.653153145769489, 48.120074814629085], [-1.653154065237455, 48.12003552744841], [-1.653247558717009, 48.120036038977986], [-1.653261536928073, 48.12004303594937], [-1.65327113326322, 48.120054324439714], [-1.653278881101584, 48.120073148464186], [-1.653285071466598, 48.120101569576526], [-1.653288321217658, 48.120144406721806], [-1.653287990181609, 48.120182593335976], [-1.65328462270988, 48.12021088847927], [-1.653281373580659, 48.1202300871831], [-1.653265865670615, 48.12030750532301], [-1.653256014587844, 48.12032476717142], [-1.653248823753459, 48.12033455615234], [-1.653236133654538, 48.12034453160028], [-1.653222481795523, 48.12035246902806], [-1.653200827995107, 48.12035950839281], [-1.653179707364774, 48.12036292736502], [-1.653154410921665, 48.120362707430516], [-1.653126215701265, 48.120356193767805], [-1.653103836291223, 48.120344799847004], [-1.653087382297891, 48.12032996382651], [-1.653078747408792, 48.12031540163169], [-1.653074485371246, 48.12030177080754], [-1.653071835986853, 48.120266836858875], [-1.653072411851261, 48.12023188324509], [-1.653074454724657, 48.12020741442575], [-1.653072810660259, 48.120137871710384], [-1.653074498358176, 48.120135293985946], [-1.653153145769489, 48.120074814629085]]]]}";0;;;159;OPHLM  CLOS PILET;;;0173AJEUX01;http://web-bdu/PhotoJardin/thematique/aire_de_jeux/017301.jpg;Equipe 04;500;OUI;0173;6;4;249
48.1320846283, -1.66549147778;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.66537701884222, 48.13205737495695], [-1.665367214591995, 48.13187376585587], [-1.665431279704384, 48.1318725704191], [-1.665627235655717, 48.13186676612734], [-1.665628438660675, 48.131867059736344], [-1.665630530152459, 48.13186802374044], [-1.665631667431543, 48.13186882551111], [-1.66564467089169, 48.132039690898715], [-1.665643868500556, 48.132041518359756], [-1.66564264325932, 48.13204309085109], [-1.665641949894793, 48.13204356500006], [-1.665517112441734, 48.132047823760885], [-1.665509167165171, 48.13205475800939], [-1.665517601755279, 48.13218502303303], [-1.665525292934375, 48.13219241336081], [-1.665533908322066, 48.13219428053765], [-1.665545550418997, 48.13219703414117], [-1.66555451016575, 48.13219988031973], [-1.665556857866523, 48.13220070057667], [-1.665569066636037, 48.13220559554467], [-1.665580821475266, 48.13221158749402], [-1.665590154062212, 48.132217571363455], [-1.665598219436286, 48.132224589689045], [-1.665600275716832, 48.1322268598601], [-1.665602633046947, 48.13222957105469], [-1.665606679344695, 48.132235015146264], [-1.665610350203671, 48.13224083218715], [-1.665612254046504, 48.132244779109826], [-1.665614557218138, 48.132260766946004], [-1.665615569082135, 48.13227405801769], [-1.665610962595259, 48.132289520561045], [-1.665605037003291, 48.132303808459525], [-1.6656045645088, 48.13230444755454], [-1.665593131603447, 48.13231678006102], [-1.665586054006795, 48.13232167155411], [-1.665568862874824, 48.13233192368338], [-1.665568285862362, 48.132332211097975], [-1.665567316591084, 48.13233259641909], [-1.66555317507254, 48.132337860922085], [-1.665541434324743, 48.13234105202053], [-1.665514117879272, 48.13234423600388], [-1.665486748494455, 48.13234516947308], [-1.665483939472765, 48.13234479953385], [-1.665458942906548, 48.13233896349329], [-1.665454286181347, 48.132337452961416], [-1.665449165236968, 48.13233555758176], [-1.665444448132161, 48.132333647624854], [-1.665440025787377, 48.1323317968966], [-1.665412800985861, 48.13231414639166], [-1.665409916732942, 48.13231114569825], [-1.665405433948931, 48.1323052660695], [-1.665401440447393, 48.13229873945714], [-1.665400028000318, 48.132296087250644], [-1.665398083990044, 48.132291740981685], [-1.665395081362152, 48.132284101016445], [-1.665392843105532, 48.13227589391784], [-1.665391099574145, 48.132267129721185], [-1.665389852108913, 48.13225780837213], [-1.665388601481042, 48.132239499059644], [-1.665380405803881, 48.13210632293189], [-1.665379891569428, 48.13209689345172], [-1.6653789732562, 48.13208305884976], [-1.66537701884222, 48.13205737495695]]]]}";0;;;313;OPHLM ALLEE SAINT GILDAS;;;0133AJEUX01;http://web-bdu/PhotoJardin/thematique/aire_de_jeux/013301.jpg;Equipe 36;500;OUI;0135;5;36;143
48.0828597914, -1.66807562245;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.668097994776042, 48.08272782745353], [-1.66808638212325, 48.08272003092679], [-1.668145073976267, 48.08271964626722], [-1.668209028663839, 48.08272484439323], [-1.668190021124582, 48.08273287646388], [-1.66817016380513, 48.0827597565544], [-1.668170077302898, 48.08277452595188], [-1.668179702881815, 48.08278977396705], [-1.668200452791313, 48.08280464127446], [-1.668224323446796, 48.08281283010491], [-1.668254039682338, 48.08281838731794], [-1.668326632738312, 48.08282410040317], [-1.668352988094466, 48.0828313926243], [-1.668373042680463, 48.082838901151796], [-1.668379971459297, 48.08284225190645], [-1.668253347562873, 48.08290832900917], [-1.668243857614719, 48.08290886409108], [-1.668216031302561, 48.082912246237626], [-1.668194241829805, 48.08291551200333], [-1.668162139930031, 48.08292804340677], [-1.668142363837542, 48.08294186544307], [-1.668118592347355, 48.0829508704441], [-1.668095966468446, 48.08295902694915], [-1.668072010656221, 48.08296560833249], [-1.668055051255025, 48.08296699826943], [-1.668030843142586, 48.08297025592274], [-1.667992975579521, 48.08297236088609], [-1.667920443392624, 48.0829674560766], [-1.667886571647742, 48.08293908030091], [-1.667887931213351, 48.08292516747803], [-1.667882099089066, 48.08291384180788], [-1.667868843269671, 48.08290033882975], [-1.667844972711321, 48.08289215082346], [-1.667811938283369, 48.0828868535342], [-1.667847447627565, 48.082846894835285], [-1.667858582854557, 48.082844954863155], [-1.667924509552365, 48.08281073851873], [-1.668023735205287, 48.08276557038851], [-1.668092426179391, 48.08275178791832], [-1.66810056683714, 48.08274574803725], [-1.668102173110782, 48.082735068148835], [-1.668097994776042, 48.08272782745353]]]]}";0;Non;Non;476;SQUARE DU DOURO;;;0225AJEUX01;;Equipe 35;500;OUI;0225;11;35;195
48.1234869543, -1.71200789786;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.711773149030454, 48.12354269222538], [-1.712161877938005, 48.123377903474484], [-1.712162441525674, 48.123377914624314], [-1.712162931734898, 48.12340175738479], [-1.712159074275847, 48.123404051936646], [-1.712157609783649, 48.12340599343125], [-1.712156816038144, 48.12340791104781], [-1.71215621832158, 48.12341063342179], [-1.712147908383684, 48.12343370046572], [-1.712139238882075, 48.123452097438744], [-1.712130663493082, 48.123468240516104], [-1.712112998667457, 48.123497302880445], [-1.712100372246151, 48.12351322536472], [-1.712090333454464, 48.12352257555623], [-1.712074297393424, 48.12353438365974], [-1.712057012086432, 48.12354218350399], [-1.71204345256715, 48.12354598301048], [-1.712027149366413, 48.123549066820566], [-1.712013028205931, 48.12355081501011], [-1.711960543700057, 48.12355454138518], [-1.711960751539967, 48.123551941315824], [-1.711960174092212, 48.123544445323034], [-1.71195883305848, 48.12353916757669], [-1.711955994747136, 48.12353268964004], [-1.711952345128792, 48.12352780474166], [-1.711945895536243, 48.12352301653888], [-1.711939124767733, 48.123520118478915], [-1.711932400380338, 48.12351784568157], [-1.711926288533014, 48.12351743017844], [-1.711778099059401, 48.123570170209], [-1.711773149030454, 48.12354269222538]]]]}";0;Non;Non;609;SQUARE DU SAUMUROIS;;;0201AJEUX01;;Equipe 18;500;OUI;0201;10;18;107
48.1099428436, -1.71445924652;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.714443053885306, 48.1098832247371], [-1.714547146889603, 48.10986792341429], [-1.714585288105424, 48.10998608874537], [-1.71447550429261, 48.1100025777041], [-1.714370981136682, 48.110017533443504], [-1.714349211190884, 48.10994958556764], [-1.714343818796741, 48.10993194324615], [-1.714333899698767, 48.10989915159624], [-1.714443053885306, 48.1098832247371]]]]}";0;;;54;OPHLM  RUE BRINDEJONC DES MOULI;;;0209AJEUX01;;Equipe 26;500;OUI;0209;3;26;158
48.1218328029, -1.71503104095;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.715042356219321, 48.121782367486254], [-1.715019178166496, 48.121766750159296], [-1.714995400503142, 48.12178380873923], [-1.714960092239368, 48.121761889032], [-1.714983666132923, 48.12174495685766], [-1.714934967395866, 48.12171396149761], [-1.714981592789949, 48.1216809340645], [-1.714979380344363, 48.12166092125012], [-1.715006170083894, 48.12164624873971], [-1.715035135896446, 48.121646747119726], [-1.715035577953455, 48.121639248971206], [-1.7150770413604, 48.12163939804511], [-1.715137987467736, 48.12167785872126], [-1.715135624897813, 48.12170841544556], [-1.715135778927581, 48.12172790531385], [-1.715143694411124, 48.121727869129025], [-1.715149110443669, 48.12172800660878], [-1.715145278507336, 48.12173085710497], [-1.715062860412627, 48.12178999715864], [-1.715042356219321, 48.121782367486254]]], [[[-1.715005136020742, 48.12205980282682], [-1.714910739958059, 48.1220009257811], [-1.714909160089747, 48.12198650538543], [-1.715011315645124, 48.1219135966433], [-1.715117320217476, 48.12198039950836], [-1.715133016871955, 48.121990291599104], [-1.715113969447533, 48.12200338876473], [-1.715098360434538, 48.12199332186929], [-1.715005136020742, 48.12205980282682]]]]}";0;Non;Non;473;PROMENADE D'AUNIS;;;0183AJEUX01;;Equipe 18;500;OUI;0183;10;18;45
48.1314900145, -1.66148034749;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.661269981832356, 48.13160488662272], [-1.661268479283779, 48.13154443328639], [-1.661279279443026, 48.13154496607329], [-1.661272178495677, 48.13137548979198], [-1.661407189228607, 48.131373409356435], [-1.661428432801282, 48.131378627922224], [-1.661470819864423, 48.13137889343664], [-1.661501684305866, 48.13138504486064], [-1.661679753077162, 48.13138320690763], [-1.661691183494975, 48.13138317798218], [-1.661697643658373, 48.131593732525495], [-1.661269981832356, 48.13160488662272]]]]}";0;Non;Non;799;GROUPE SCOLAIRE LES GANTELLES;;;0108AJEUX03;;Equipe 29;500;NON;0108;5;29;69
48.1222945241, -1.71409230991;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.714042504097433, 48.122358400677534], [-1.714038082980756, 48.122355132495194], [-1.714030239683895, 48.122347569382036], [-1.714028013166119, 48.122344855527956], [-1.714024815506332, 48.12234001343834], [-1.714022344943476, 48.12233586692913], [-1.71401927147134, 48.122329130145715], [-1.714017408573575, 48.12232415224523], [-1.714016171524847, 48.12232032282233], [-1.714015465682611, 48.122316386020984], [-1.7140151540382, 48.12231234475382], [-1.714015110719334, 48.12230829429022], [-1.7140154400817, 48.122305582000116], [-1.714017097559302, 48.12229742129592], [-1.714019089620146, 48.12229186006232], [-1.714021202107912, 48.12228611457379], [-1.713988900731045, 48.12227354366716], [-1.713973836739114, 48.122256056267965], [-1.713909743304691, 48.122249716587504], [-1.713909720020667, 48.12224944721241], [-1.713919355215057, 48.12223137633022], [-1.713932165104035, 48.122219589336105], [-1.713947364125077, 48.122209159684914], [-1.713960567970118, 48.122202490997324], [-1.713980527499512, 48.12219450823031], [-1.71399961556585, 48.122189167157224], [-1.71401146948117, 48.12218738458509], [-1.714017833553835, 48.122224913984695], [-1.714037610307473, 48.12223899758801], [-1.714084540730348, 48.122245929885885], [-1.714095751175928, 48.1222448224726], [-1.714106868665337, 48.12224425862651], [-1.714117760377168, 48.122244242891014], [-1.714128693214015, 48.122244765226704], [-1.714139534518626, 48.122245831972435], [-1.714150274577666, 48.12224735161435], [-1.714160929890927, 48.12224950459697], [-1.714188860149859, 48.12225601272613], [-1.714200972861794, 48.12226016587533], [-1.71421650037858, 48.12226835653721], [-1.714225058068845, 48.122274709915125], [-1.714234221060243, 48.122284430214805], [-1.714227985316165, 48.1222907682444], [-1.714229167353541, 48.12229387814077], [-1.714230710198964, 48.12229994777309], [-1.714231199560305, 48.122302812129554], [-1.714231514419631, 48.12230865456094], [-1.714231488992989, 48.12231180584358], [-1.714228526353912, 48.12232778481885], [-1.714227020509141, 48.12233240790668], [-1.714223625440341, 48.12233668131641], [-1.714220197809404, 48.12234053975329], [-1.714217944781724, 48.12234352643706], [-1.714217581059938, 48.12234686369673], [-1.714222694074102, 48.1223487644782], [-1.714229561225874, 48.12234788915765], [-1.714125091801262, 48.12239199554287], [-1.714125964482601, 48.122390338694885], [-1.714129423343949, 48.12238689528858], [-1.714127310461722, 48.122383643327865], [-1.714121025440894, 48.12238261328655], [-1.714103499662766, 48.1223807257046], [-1.714080244950268, 48.12237695717287], [-1.714059113202443, 48.12236854386016], [-1.71405071539029, 48.122364262750715], [-1.714042504097433, 48.122358400677534]]]]}";0;;;105;SQUARE DE LA MARCHE;;;0184AJEUX01;http://web-bdu/PhotoJardin/thematique/aire_de_jeux/018401.jpg;Equipe 18;500;OUI;0184;10;18;4
48.0893395966, -1.68019438933;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.680429310772411, 48.08938580878815], [-1.679957521876179, 48.08936370975084], [-1.679951159429506, 48.08944235198799], [-1.679818632591085, 48.089438609544914], [-1.679816740648847, 48.08941382397951], [-1.679821431957858, 48.089413662694064], [-1.679832357619914, 48.08930677232755], [-1.679845921037022, 48.08927317293407], [-1.679876333490556, 48.08924728012872], [-1.679922023082428, 48.08923490949894], [-1.679975189116012, 48.08923245716788], [-1.680541955752258, 48.08930163349828], [-1.680563458756983, 48.089310440810195], [-1.680574545259573, 48.08931834413536], [-1.68058606989313, 48.089331995631824], [-1.680588480250997, 48.0893389358113], [-1.680575887590448, 48.08947325641424], [-1.680427871041822, 48.08946554276023], [-1.680429310772411, 48.08938580878815]]]]}";0;;;249;GROUPE SCOLAIRE HAUTES CHALAIS;;;0141AJEUX01;http://web-bdu/PhotoJardin/thematique/aire_de_jeux/014101.jpg;Equipe 28;500;NON;0141;12;28;204
48.103098466, -1.65518690599;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.655253456202286, 48.103062048068814], [-1.655266005967692, 48.10312443569321], [-1.655192439786156, 48.10313072418337], [-1.655119234084615, 48.10313368843565], [-1.655108056273029, 48.10307190752883], [-1.655253456202286, 48.103062048068814]]]]}";2009;;;287;PROMENADE GEORGES BRASSENS;;;0238AJEUX01;;Equipe 19;500;OUI;0238;7;19;194
48.1330470891, -1.66961653954;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.669626207607562, 48.133045267393456], [-1.669517832735973, 48.13303159140871], [-1.669497782279624, 48.13304028964132], [-1.669507777395884, 48.13304967217], [-1.669471109683937, 48.133066230036796], [-1.669422816497703, 48.13306436808196], [-1.669412121913894, 48.13305464900853], [-1.66940238430434, 48.13305570206024], [-1.669390926354788, 48.133055372427926], [-1.669381078822387, 48.133054989137726], [-1.669368906258811, 48.13305234304022], [-1.669358743723422, 48.133047828539276], [-1.669349871281869, 48.13304083870752], [-1.66934191619876, 48.133031746398], [-1.669340258626471, 48.13302234890099], [-1.669343196203124, 48.13301324514493], [-1.669349831572629, 48.1330050049851], [-1.66935861694432, 48.13299849229539], [-1.669372199568705, 48.13299316710635], [-1.669385129246421, 48.132991644781654], [-1.669403403983303, 48.132993181756405], [-1.669411381151875, 48.13296193701177], [-1.669579364911475, 48.132981229929605], [-1.669628209122241, 48.132988565941865], [-1.669660317126664, 48.13299512251478], [-1.669703688418445, 48.133006516500615], [-1.669736082968123, 48.13301684499176], [-1.669788271114435, 48.133034510156136], [-1.66980612658012, 48.13304290407166], [-1.669820871478602, 48.133052845241025], [-1.669829955803579, 48.13306261883732], [-1.669836969154355, 48.13307345416224], [-1.669841466770296, 48.13308482502865], [-1.669842249788207, 48.13310217478126], [-1.669837050549252, 48.133115137720296], [-1.669828555999936, 48.13312722254025], [-1.6698188628017, 48.133135927468324], [-1.669800520610175, 48.13314762813479], [-1.669785998706658, 48.133152986098715], [-1.66976906651883, 48.13315671546767], [-1.669746880290941, 48.133158554138106], [-1.669702105626757, 48.13315522129112], [-1.669707537090905, 48.13314531165156], [-1.66970877806084, 48.133140407238656], [-1.669708353097024, 48.13313483969103], [-1.669703965437459, 48.13312490515934], [-1.669626207607562, 48.133045267393456]]]]}";0;;;314;GROUPE SCOLAIRE JULES ISAAC;;;0137AJEUX01;http://web-bdu/PhotoJardin/thematique/aire_de_jeux/013701.jpg;Equipe 36;500;NON;0137;5;36;123
48.1041698444, -1.65487961456;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.654772534455906, 48.10420854220429], [-1.654840362336314, 48.104097918407106], [-1.654984747751924, 48.10412640633785], [-1.654919094657563, 48.10424442908048], [-1.654772534455906, 48.10420854220429]]]]}";0;;;288;PROMENADE GEORGES BRASSENS;;;0238AJEUX02;;Equipe 19;500;OUI;0238;7;19;35
48.1271032091, -1.65592833397;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.655869775313741, 48.12716923918723], [-1.655869619091125, 48.127161861356534], [-1.655858712792755, 48.127161691919014], [-1.655853608535751, 48.127025371420345], [-1.655924226298618, 48.12702377792802], [-1.655955482326247, 48.12705638789029], [-1.655964875193823, 48.12705255662058], [-1.655973370487066, 48.12706172157488], [-1.655964133360401, 48.12706581685765], [-1.65597770503114, 48.127079851067286], [-1.655989814435421, 48.127092313557014], [-1.656016962326819, 48.1271168703697], [-1.656025596079478, 48.127124319511275], [-1.656042381183037, 48.12713815335013], [-1.656042747326958, 48.12715713910028], [-1.656042729452426, 48.127158669817256], [-1.655885869464177, 48.127161578391465], [-1.655886033797252, 48.12716904599953], [-1.655869775313741, 48.12716923918723]]]]}";0;;;363;JARDIN DE L'EUROPE;;;0256AJEUX02;;Equipe 11;500;OUI;0256;5;11;171
48.1276223784, -1.66017439213;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.660091327728785, 48.12779429394974], [-1.659976643578092, 48.127598321430135], [-1.659981150124821, 48.1275974477364], [-1.660017042578074, 48.1275883913226], [-1.660023014353865, 48.12758557685223], [-1.660028045634633, 48.127580993862736], [-1.660030150799545, 48.127575069709714], [-1.660027884188779, 48.127559390307425], [-1.660027944404392, 48.12754957443495], [-1.660029895397558, 48.12753807356697], [-1.660033174536828, 48.12752814800327], [-1.660042891887807, 48.127510890082476], [-1.66005567752536, 48.12749685888572], [-1.66007148536909, 48.12748542553772], [-1.660074063381061, 48.12748218630371], [-1.66007434007411, 48.12747875557447], [-1.660165373848052, 48.12747502399348], [-1.660180651156255, 48.12747432301361], [-1.660196287578809, 48.12747478066048], [-1.660214493654854, 48.12747722194476], [-1.660378053088184, 48.127514685536916], [-1.660357262823458, 48.12753133069661], [-1.660339916302966, 48.127550829637165], [-1.660328908877896, 48.127565250160906], [-1.660319689227614, 48.127578439484715], [-1.660306056139699, 48.127600783079416], [-1.660293807997227, 48.127625419618546], [-1.660298203260433, 48.12762662015398], [-1.660305987131386, 48.12762464501986], [-1.660360153674576, 48.12771976830233], [-1.66031414341574, 48.127731960474556], [-1.660316280584017, 48.127735308719004], [-1.660091327728785, 48.12779429394974]]]]}";0;;;20;ALLEE DE BRNO;;;0254AJEUX05;;Equipe 11;500;OUI;0254;5;11;306
48.1272283489, -1.65726815239;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.657236608660589, 48.127064583247524], [-1.657250245591814, 48.12705354727122], [-1.657383576404588, 48.12710581970573], [-1.657382953566235, 48.12716918293573], [-1.65738792259061, 48.127233883070865], [-1.657389092824741, 48.12729187187343], [-1.65739233970658, 48.127369956661916], [-1.657152276820785, 48.12737344902117], [-1.657148681445143, 48.12729686599631], [-1.657145431586402, 48.12717035402887], [-1.657144575120466, 48.127152291879334], [-1.657142906874797, 48.127130324078976], [-1.657171826677135, 48.127112600684136], [-1.657216808772866, 48.127081115622005], [-1.657236608660589, 48.127064583247524]]]]}";0;;;362;JARDIN DE L'EUROPE;;;0256AJEUX01;;Equipe 11;500;OUI;0256;5;11;186
48.1256145427, -1.65951403556;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.658952841889413, 48.12563241449022], [-1.659035314893817, 48.12556207818762], [-1.659091867144842, 48.12559130367608], [-1.659184542730712, 48.125517198419644], [-1.659276069409293, 48.12556603142394], [-1.659481828325233, 48.125482850339154], [-1.65949378409457, 48.125470288191174], [-1.659497446109405, 48.12544945512538], [-1.659488932513639, 48.12540643836966], [-1.659517368969563, 48.12540546925749], [-1.659527713211866, 48.12547435423709], [-1.659537984112539, 48.1255068682384], [-1.65981335636896, 48.12542131502045], [-1.659835852456927, 48.125446569446915], [-1.659914917657068, 48.12556677515151], [-1.659921849877695, 48.12559075891108], [-1.659928257989166, 48.12560782755109], [-1.659927026341322, 48.12562524627015], [-1.659926046589482, 48.125645987801406], [-1.659912593867931, 48.12567246713507], [-1.659891620336165, 48.125702622939464], [-1.659852272111033, 48.12572989462792], [-1.659794689957965, 48.12575436568251], [-1.659733633435458, 48.12576851076469], [-1.659609567691701, 48.12576931564216], [-1.659537142613267, 48.12576836170505], [-1.659529866200332, 48.12570621490769], [-1.658964237421319, 48.12571512960071], [-1.658962134848947, 48.12568747027708], [-1.658987500820372, 48.125681474328005], [-1.659015145378229, 48.12567008784802], [-1.658952841889413, 48.12563241449022]]]]}";0;;;163;JARDIN DU BONHEUR;;;0259AJEUX01;;Equipe 11;500;OUI;0259;5;11;2
48.1268332769, -1.65878825774;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.658708755738199, 48.12679948287574], [-1.658756541513585, 48.12677408918758], [-1.658829563096726, 48.126774778026736], [-1.65888131261884, 48.12681802763855], [-1.658868539509705, 48.12686999725087], [-1.658803481212395, 48.12689505619452], [-1.658729661084177, 48.12688431142959], [-1.658695789035964, 48.126847316337276], [-1.658708755738199, 48.12679948287574]]]]}";0;Non;Non;514;OPHLM RUE DE TREGAIN;;;0257AJEUX02;;Equipe 11;500;OUI;0257;5;11;99
48.120695676, -1.70537292841;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.705152224496433, 48.120565929149976], [-1.705185502824542, 48.12054749549664], [-1.70519971407539, 48.120553938066074], [-1.705217780339061, 48.120559798492906], [-1.705604459488975, 48.12063417005737], [-1.705617757452675, 48.12063398186242], [-1.705676915210059, 48.12076330998647], [-1.705656132129683, 48.12076933897671], [-1.705540901095092, 48.1208062644342], [-1.705525753880371, 48.12081038856509], [-1.705512606547656, 48.120812552086704], [-1.705498029955948, 48.12081359455748], [-1.705484287092117, 48.120813258482876], [-1.705202170674099, 48.12078714478374], [-1.705174813360206, 48.1207828656431], [-1.705153929754588, 48.12077710245357], [-1.705130390117323, 48.12076476813154], [-1.705116363156308, 48.12075021448897], [-1.7051118710421, 48.12073551313425], [-1.705113053066492, 48.120717644772434], [-1.705152122444374, 48.12058033908855], [-1.705152224496433, 48.120565929149976]]]]}";0;;;79;SQUARE ILE DE FRANCE;;;0356AJEUX01;http://web-bdu/PhotoJardin/thematique/aire_de_jeux/035601.jpg;Equipe 13;500;OUI;0356;10;13;58
48.1046107263, -1.64957658962;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.649555321939497, 48.10467595071525], [-1.649551637016331, 48.104658967064985], [-1.649528197571505, 48.10466363546068], [-1.649512445260518, 48.10466687205767], [-1.64948124147938, 48.10464182225594], [-1.649454453527508, 48.10465551857459], [-1.649424007000793, 48.1046290937592], [-1.649610013674694, 48.10452900494953], [-1.649610399247868, 48.1045289244799], [-1.64971951962855, 48.10462147665012], [-1.649674792977788, 48.104637943021444], [-1.649633733981767, 48.104642490550816], [-1.649615620642113, 48.104644726964956], [-1.649621691526409, 48.10466807559139], [-1.649555321939497, 48.10467595071525]]]]}";0;;;289;SQUARE VILLEBOIS MAREUIL;;;0240AJEUX03;;Equipe 19;500;OUI;0240;7;19;190
48.1210539757, -1.66750537724;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.667455597944429, 48.12116817693954], [-1.667382263790602, 48.1210492201166], [-1.667328009307857, 48.12096184618536], [-1.667442033823454, 48.12092995230991], [-1.667504278132128, 48.1210286680179], [-1.667633364835688, 48.12099148791824], [-1.66765264783176, 48.121025763943024], [-1.667701150890338, 48.121104691214576], [-1.667641239257469, 48.12112141284309], [-1.667634210462697, 48.121112108077604], [-1.667519514925558, 48.121144025760174], [-1.667520205491519, 48.1211530957911], [-1.667455597944429, 48.12116817693954]]]]}";0;;;26;GROUPE SCOLAIRE CAMILLE CLAUDEL;;;0270AJEUX01;;Equipe 11;500;NON;0270;2;11;264
